City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Suluq,LY,31.6682,20.2521,75.74,22,82,9.73,broken clouds
345,Misratah,LY,32.3754,15.0925,70.39,47,2,14.16,clear sky
346,Fort-Shevchenko,KZ,44.5086,50.263,51.58,78,82,14.34,broken clouds
347,Iqaluit,CA,63.7506,-68.5145,9.64,91,100,4.56,overcast clouds
348,Miguel Auza,MX,24.2933,-103.4503,57.49,45,72,6.08,broken clouds
349,Peace River,CA,56.2501,-117.286,35.65,88,100,8.01,overcast clouds
350,Nauta,PE,-4.5061,-73.5757,78.84,87,100,4.14,moderate rain
351,Anzhero-Sudzhensk,RU,56.081,86.0285,31.95,96,100,11.36,light snow
352,Bantry,IE,51.6833,-9.45,47.79,49,94,10.47,overcast clouds
353,Husavik,IS,66.0449,-17.3389,28.06,72,31,5.7,scattered clouds
354,Dunedin,NZ,-45.8742,170.5036,49.69,87,67,10.13,broken clouds
355,Lorengau,PG,-2.0226,147.2712,79.11,83,100,4.18,overcast clouds
356,Samarai,PG,-10.6167,150.6667,82.47,79,100,14.99,overcast clouds
357,Tateyama,JP,34.9833,139.8667,62.1,85,0,16.96,clear sky
358,Pangnirtung,CA,66.1451,-65.7125,10.4,79,100,8.05,light snow
359,Atbasar,KZ,51.8,68.3333,35.71,82,91,9.6,overcast clouds
360,Udachnyy,RU,66.4167,112.4,5.79,97,27,1.61,scattered clouds
361,Teshie,GH,5.5836,-0.1072,87.51,67,91,13.96,overcast clouds
362,Grand Gaube,MU,-20.0064,57.6608,80.38,78,1,5.99,clear sky
363,Bandarbeyla,SO,9.4942,50.8122,82.62,71,100,10.11,overcast clouds
364,Bambous Virieux,MU,-20.3428,57.7575,80.22,83,40,8.05,scattered clouds
365,Hirado,JP,33.3597,129.5531,60.64,81,0,7.29,clear sky
366,Dondo,MZ,-19.6094,34.7431,74.68,92,99,11.74,moderate rain
367,Anadyr,RU,64.75,177.4833,3.49,77,100,3.47,overcast clouds
368,Tshikapa,CD,-6.4167,20.8,79.63,85,99,2.8,light rain
369,Awjilah,LY,29.1081,21.2869,84.04,13,68,5.86,broken clouds
370,Miri,MY,4.4148,114.0089,77.59,86,100,6.82,overcast clouds
371,Lumeje,AO,-11.55,20.7833,73.83,78,100,8.37,moderate rain
372,Astoria,US,46.1879,-123.8313,43.86,87,100,11.5,light rain
373,Kunya,NG,12.2233,8.5325,106.52,8,9,6.87,clear sky
374,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,18.77,82,8,12.88,clear sky
375,Phimai,TH,15.2232,102.4947,89.35,33,100,3.27,overcast clouds
376,Matadi,CD,-5.8167,13.45,84.63,71,95,4.52,overcast clouds
377,Xining,CN,36.6167,101.7667,57.36,8,74,3.91,broken clouds
378,Shuyskoye,RU,59.3736,41.0305,43.5,92,99,5.55,overcast clouds
379,Yichang,CN,30.7144,111.2847,75.09,53,98,2.84,overcast clouds
380,Nassau,US,40.7507,-73.5829,55.33,70,100,6.91,overcast clouds
381,Basoko,CD,1.2391,23.616,94.66,33,10,1.72,clear sky
382,Inyonga,TZ,-6.7167,32.0667,81.05,52,100,4.23,overcast clouds
383,Coquimbo,CL,-29.9533,-71.3436,56.93,100,100,3.44,light intensity drizzle
384,Naifaru,MV,5.4444,73.3657,84.79,70,86,11.05,overcast clouds
385,Goderich,CA,43.7501,-81.7165,33.91,78,100,11.54,overcast clouds
386,Karakol,KG,42.4907,78.3936,51.04,69,100,5.32,overcast clouds
387,Schwalmstadt,DE,50.9333,9.2167,45.55,67,100,16.26,overcast clouds
388,Azad Shahr,IR,34.7909,48.5707,58.77,41,45,17.67,scattered clouds
389,Geraldton,AU,-28.7667,114.6,63.01,77,40,1.14,scattered clouds
390,Loikaw,MM,19.6742,97.2094,75.16,39,3,3.58,clear sky
391,Nantucket,US,41.2835,-70.0995,55.51,78,100,10.36,overcast clouds
392,Broken Hill,AU,-31.95,141.4333,68.23,50,0,9.08,clear sky
393,Saint-Georges,GD,12.0564,-61.7485,81.25,65,99,14.74,overcast clouds
394,Plettenberg Bay,ZA,-34.0527,23.3716,66.9,67,16,15.59,few clouds
395,Kaeo,NZ,-35.1,173.7833,63.12,75,98,6.38,overcast clouds
396,Tambura,SS,5.6,27.4667,94.23,29,93,2.68,overcast clouds
397,Green Valley,US,31.8543,-110.9937,70.25,14,45,8.37,scattered clouds
398,Halifax,CA,44.6453,-63.5724,54.52,88,29,3.0,scattered clouds
399,Port Macquarie,AU,-31.4333,152.9167,63.9,82,28,1.32,scattered clouds
400,Ornes,NO,66.8689,13.7078,39.54,85,84,1.9,broken clouds
401,Brae,GB,60.3964,-1.353,39.61,57,98,25.41,overcast clouds
402,Byron Bay,AU,-28.65,153.6167,65.95,83,70,7.18,broken clouds
403,Dhing,IN,26.4667,92.4667,78.03,61,10,8.52,clear sky
404,Vitim,RU,59.4511,112.5578,22.93,91,99,5.66,overcast clouds
405,Reconquista,AR,-29.15,-59.65,74.66,69,0,8.86,clear sky
406,Eureka,US,40.8021,-124.1637,44.26,83,8,4.0,clear sky
407,Kaitong,CN,44.8135,123.15,54.37,21,36,12.75,scattered clouds
408,Saint-Louis,SN,16.3333,-15.0,105.19,7,7,12.53,clear sky
409,Nesbyen,NO,60.5681,9.1027,40.35,55,100,8.01,overcast clouds
410,Veraval,IN,20.9,70.3667,83.82,63,0,11.14,clear sky
411,Busembatia,UG,0.7697,33.6131,91.72,25,18,6.15,few clouds
412,Trincomalee,LK,8.5711,81.2335,82.85,72,100,5.82,moderate rain
413,Margate,GB,51.3813,1.3862,53.69,39,74,8.01,broken clouds
414,Ngawen,ID,-7.0032,111.3129,76.08,90,100,3.22,overcast clouds
415,Ballina,AU,-28.8667,153.5667,66.02,99,79,7.65,broken clouds
416,Boa Esperanca,BR,-21.09,-45.5658,77.9,74,76,4.43,broken clouds
417,Lewisporte,CA,49.2499,-55.0482,33.55,94,100,10.22,light snow
418,Clyde River,CA,70.4692,-68.5914,-0.17,85,100,10.36,light snow
419,Mezen,RU,65.8522,44.24,41.72,93,100,13.33,overcast clouds
420,Kavieng,PG,-2.5744,150.7967,81.18,78,85,4.81,overcast clouds
421,Baykit,RU,61.67,96.37,19.94,94,97,2.35,overcast clouds
422,Barentu,ER,15.1139,37.5928,97.18,10,1,13.47,clear sky
423,Deputatskiy,RU,69.3,139.9,-16.4,100,100,1.83,overcast clouds
424,Ponta Delgada,PT,37.7333,-25.6667,61.52,67,40,28.77,scattered clouds
425,Maragogi,BR,-9.0122,-35.2225,82.69,77,87,11.01,overcast clouds
426,Hamilton,US,39.1834,-84.5333,39.65,85,100,13.8,overcast clouds
427,Kununurra,AU,-15.7667,128.7333,69.78,73,27,0.0,scattered clouds
428,Dublin,US,37.7021,-121.9358,53.01,85,0,4.61,clear sky
429,Panguna,PG,-6.3164,155.4848,67.51,94,80,1.74,broken clouds
430,Umm Lajj,SA,25.0213,37.2685,80.76,60,8,6.13,clear sky
431,Pangai,TO,-19.8,-174.35,81.27,73,10,5.14,clear sky
432,Terrasini,IT,38.146,13.0844,70.12,49,100,13.8,overcast clouds
433,Mudu,CN,31.252,120.5118,61.86,74,99,8.55,overcast clouds
434,Juye,CN,35.3947,116.0883,71.24,56,4,12.06,clear sky
435,Hobyo,SO,5.3505,48.5268,83.91,69,15,13.15,few clouds
436,Russkaya Polyana,UA,49.417,31.9201,65.16,50,100,17.25,overcast clouds
437,Dothan,US,31.2232,-85.3905,51.21,48,0,18.41,clear sky
438,Skjervoy,NO,70.0311,20.9714,39.2,79,100,10.67,overcast clouds
439,Viedma,AR,-40.8135,-62.9967,63.09,77,100,14.58,overcast clouds
440,Kommunar,RU,59.6206,30.39,47.73,75,95,12.44,overcast clouds
441,Coolum Beach,AU,-26.5333,153.1,71.11,93,100,13.82,overcast clouds
442,Xichang,CN,27.8964,102.2634,58.23,88,98,2.37,overcast clouds
443,Mount Gambier,AU,-37.8333,140.7667,59.16,74,6,5.23,clear sky
444,Tekirdag,TR,40.978,27.5085,74.55,55,0,11.36,clear sky
445,Arkhipo-Osipovka,RU,44.37,38.52,51.85,82,76,11.16,broken clouds
446,Bati,ET,11.1833,40.0167,80.89,25,0,10.65,clear sky
447,Dukat,RU,62.55,155.55,1.06,97,100,4.12,overcast clouds
448,Laguna,US,38.421,-121.4238,59.18,39,0,17.27,clear sky
449,Methoni,GR,36.8197,21.7049,71.46,75,0,10.33,clear sky
450,Verkhnevilyuysk,RU,63.4453,120.3167,13.06,98,98,2.46,overcast clouds
451,Titlagarh,IN,20.3,83.15,99.14,14,85,5.14,overcast clouds
452,Takoradi,GH,4.8845,-1.7554,87.96,65,99,13.58,overcast clouds
453,Mosetse,BW,-20.75,26.65,71.94,55,97,15.88,overcast clouds
454,Gambela,ET,8.25,34.5833,100.35,23,59,5.46,broken clouds
455,Trinidad,BO,-14.8333,-64.9,87.78,66,40,4.61,scattered clouds
456,Ferzikovo,RU,54.5191,36.7567,49.64,75,100,13.91,overcast clouds
457,Christchurch,NZ,-43.5333,172.6333,55.9,89,29,4.61,scattered clouds
458,Buchanan,LR,5.8808,-10.0467,86.27,67,97,9.35,overcast clouds
459,Palmares Do Sul,BR,-30.2578,-50.5097,73.54,77,76,10.31,broken clouds
460,Batagay-Alyta,RU,67.8006,130.4114,-0.18,97,95,4.97,overcast clouds
461,Opuwo,NA,-18.0607,13.84,89.06,23,1,1.3,clear sky
462,Goundam,ML,16.4145,-3.6708,107.98,5,20,15.59,few clouds
463,Susangerd,IR,31.5608,48.1831,97.81,8,75,12.5,broken clouds
464,Galle,LK,6.0367,80.217,81.36,77,68,10.2,light rain
465,Vestmannaeyjar,IS,63.4427,-20.2734,38.39,75,75,28.77,broken clouds
466,Sorland,NO,67.667,12.6934,38.82,67,51,13.94,broken clouds
467,Mayfield,US,36.7417,-88.6367,44.92,68,0,6.91,clear sky
468,Lukovetskiy,RU,64.2956,41.9211,41.41,89,100,9.51,overcast clouds
469,Balikpapan,ID,-1.2675,116.8289,81.59,89,40,4.61,scattered clouds
470,Sao Jose Do Calcado,BR,-21.0253,-41.6544,82.8,69,100,2.59,overcast clouds
471,Capao Da Canoa,BR,-29.7456,-50.0097,70.03,90,100,9.8,overcast clouds
472,Iracoubo,GF,5.4802,-53.2011,79.77,86,88,11.95,overcast clouds
473,Bintulu,MY,3.1667,113.0333,77.34,86,96,4.18,overcast clouds
474,Mitsamiouli,KM,-11.3847,43.2844,83.43,75,100,9.28,overcast clouds
475,Moyale,KE,3.5167,39.0584,83.57,37,53,15.1,broken clouds
476,Codrington,AU,-38.2667,141.9667,65.14,68,61,9.8,broken clouds
477,San Andres,CO,12.5847,-81.7006,84.22,74,20,16.11,few clouds
478,Abonnema,NG,4.7084,6.7931,82.85,75,100,12.28,light rain
479,Souillac,MU,-20.5167,57.5167,79.18,83,40,8.05,scattered clouds
480,Lavrentiya,RU,65.5833,-171.0,6.67,96,100,4.63,light snow
481,Ketchikan,US,55.3422,-131.6461,33.78,83,17,1.61,few clouds
482,Rockport,US,28.0206,-97.0544,71.64,68,0,10.36,clear sky
483,Sabang,ID,5.8933,95.3214,84.07,66,100,2.42,overcast clouds
484,Luang Prabang,LA,19.8856,102.1347,79.79,53,39,0.87,scattered clouds
485,Crestview,US,30.7621,-86.5705,55.26,47,0,12.66,clear sky
486,Guhagar,IN,17.4842,73.1929,81.9,85,85,3.8,overcast clouds
487,Taltal,CL,-25.4,-70.4833,66.24,66,18,5.21,few clouds
488,Indramayu,ID,-6.3264,108.32,80.89,72,49,1.5,scattered clouds
489,Deder,ET,9.3167,41.45,70.63,37,73,4.61,broken clouds
490,Tondi,IN,9.7333,79.0167,85.68,65,100,8.86,overcast clouds
491,Salcedo,PH,12.8105,121.4674,77.49,84,100,7.67,overcast clouds
492,Boende,CD,-0.2167,20.8667,96.42,32,48,1.3,scattered clouds
493,Sao Felix Do Xingu,BR,-6.6447,-51.995,79.99,90,98,1.05,overcast clouds
494,Linxia,CN,35.6003,103.2064,61.23,14,2,5.3,clear sky
495,Ishcherskaya,RU,43.7153,45.1264,66.51,45,10,6.4,clear sky
496,Santa Marta,CO,11.2408,-74.199,86.9,60,99,8.99,overcast clouds
497,Makakilo City,US,21.3469,-158.0858,72.19,73,0,12.66,clear sky
498,Emerald,AU,-23.5333,148.1667,71.35,72,10,8.81,clear sky
499,Sistranda,NO,63.7256,8.834,40.96,81,100,23.47,overcast clouds
500,Aykhal,RU,66.0,111.5,7.54,96,34,1.61,scattered clouds
501,Port Lincoln,AU,-34.7333,135.8667,68.02,70,18,7.47,few clouds
502,Ha Giang,VN,22.8333,104.9833,72.07,70,37,2.51,scattered clouds
503,Saint-Augustin,CA,51.226,-58.6502,32.0,99,100,17.76,snow
504,Canico,PT,32.6333,-16.85,68.72,68,20,12.66,few clouds
505,Bolama,GW,11.5833,-15.4667,80.19,68,76,14.16,broken clouds
506,Erzin,TR,36.9559,36.2,66.56,68,0,4.83,clear sky
507,El Prat De Llobregat,ES,41.3278,2.0947,60.55,70,20,14.97,few clouds
508,Jiamusi,CN,46.8333,130.35,47.01,55,70,2.77,broken clouds
509,Axim,GH,4.8699,-2.2405,85.84,69,100,10.09,overcast clouds
510,Ruteng,ID,-8.6136,120.4721,62.31,88,73,1.1,broken clouds
511,Martil,MA,35.6166,-5.2752,70.41,52,5,6.02,clear sky
512,Batemans Bay,AU,-35.7167,150.1833,65.1,95,65,3.85,broken clouds
513,Boyabat,TR,41.4689,34.7667,72.0,31,8,7.11,clear sky
514,Sal Rei,CV,16.1833,-22.9167,77.2,69,20,19.57,few clouds
515,Te Anau,NZ,-45.4167,167.7167,44.56,90,46,0.38,scattered clouds
516,Bonito,BR,-21.1211,-56.4819,84.27,62,100,6.51,overcast clouds
517,La Concepcion,PA,8.5167,-82.6167,79.99,68,86,3.44,overcast clouds
518,Nouakchott,MR,18.0858,-15.9785,98.53,33,4,15.05,clear sky
519,Quzhou,CN,28.9594,118.8686,65.73,62,40,1.66,scattered clouds
520,Ouahigouya,BF,13.5828,-2.4216,108.12,9,3,1.95,clear sky
521,Bilma,NE,18.6853,12.9164,104.88,4,0,3.44,clear sky
522,Jiaocheng,CN,24.6774,116.1389,68.09,53,0,1.23,clear sky
523,Opotiki,NZ,-38.0833,177.2833,49.39,86,0,4.63,clear sky
524,Oyama,JP,36.3,139.8,67.59,69,0,5.1,clear sky
525,Tongchuan,CN,35.0806,109.0897,67.55,28,0,1.92,clear sky
526,Fare,PF,-16.7,-151.0167,82.27,73,100,17.45,overcast clouds
527,Maniwaki,CA,46.3834,-75.966,40.89,81,56,4.9,broken clouds
528,Finnsnes,NO,69.2296,17.9811,41.61,72,99,3.38,overcast clouds
529,Coihaique,CL,-45.5752,-72.0662,44.55,93,75,3.44,broken clouds
530,Anuradhapura,LK,8.3565,80.4173,77.76,87,100,0.78,moderate rain
531,Kendari,ID,-3.945,122.4989,77.14,84,63,4.52,broken clouds
532,Hofn,IS,64.2539,-15.2082,32.86,46,65,4.27,broken clouds
533,Pimentel,PE,-6.8367,-79.9342,73.69,68,40,1.14,scattered clouds
534,Atar,MR,20.5169,-13.0499,95.41,5,0,6.98,clear sky
535,Saint-Denis,FR,48.9167,2.3333,52.36,60,75,10.36,broken clouds
536,Mangrol,IN,21.1167,70.1167,83.82,62,3,11.34,clear sky
537,Qaqortoq,GL,60.7167,-46.0333,32.59,61,6,1.9,clear sky
538,Guarapari,BR,-20.6667,-40.4975,86.9,61,98,6.44,overcast clouds
539,Ostersund,SE,63.1792,14.6357,33.62,86,100,5.75,overcast clouds
540,Saint-Joseph,RE,-21.3667,55.6167,79.21,82,30,11.61,light rain
541,Bemidji,US,47.4736,-94.8803,36.55,68,0,0.0,clear sky
542,Sambava,MG,-14.2667,50.1667,79.61,84,31,14.34,light rain
543,Challapata,BO,-18.9,-66.7667,53.73,59,81,6.35,broken clouds
544,Canberra,AU,-35.2835,149.1281,60.78,89,100,4.61,overcast clouds
545,Sitka,US,57.0531,-135.33,35.49,80,100,3.44,overcast clouds
546,Nacala,MZ,-14.5428,40.6728,82.38,67,2,8.95,clear sky
547,Clonakilty,IE,51.6231,-8.8706,51.1,54,97,9.4,overcast clouds
548,Tecpan,GT,14.7623,-90.9947,60.62,81,83,7.81,broken clouds
549,Tabou,CI,4.423,-7.3528,86.07,69,92,10.54,overcast clouds
550,Benguela,AO,-12.5763,13.4055,80.33,78,95,9.19,overcast clouds
551,Yarada,IN,17.65,83.2667,84.52,79,40,9.22,scattered clouds
552,Vaitape,PF,-16.5167,-151.75,82.02,74,85,16.69,overcast clouds
553,Elk River,US,45.3038,-93.5672,39.22,55,11,3.04,few clouds
554,Cairns,AU,-16.9167,145.7667,77.07,89,75,11.5,broken clouds
555,Bonthe,SL,7.5264,-12.505,85.14,68,100,10.85,overcast clouds
556,Gibara,CU,21.1097,-76.1317,79.92,64,34,5.01,scattered clouds
557,Waipawa,NZ,-41.4122,175.5153,45.63,82,0,4.12,clear sky
